"2016-08-11","Ciências","Edição de genomas: avanço nas fronteiras do que a engenharia genética é capaz de fazer","Nova e revolucionária técnica para a edição de DNA permite que cientistas modifiquem genomas com precisão","Rádio USPediçãoedição de genomaedição gênicaFaculdade de Ciências FarmacêuticasKátia Sanches FrançosopalestraUSP","http://jornal.usp.br/ciencias/edicao-de-genomas-representa-avanco-da-engenharia-genetica/"
"2016-08-11","Ciências","Cientistas identificam genes que influenciam na maciez da carne em gado Nelore","Estudos realizados na Escola Superior de Agricultura Luiz de Queiroz (Esalq) identificam no DNA dos animais fatores que podem melhorar qualidade da carne","Ciências AgráriasDNAEsalqgenoma bovinonelorePLoS ONEzootecnia","http://jornal.usp.br/ciencias/cientistas-identificam-genes-que-influenciam-na-maciez-da-carne-em-gado-nelore/"
"2016-08-11","Ciências da Saúde","Novo modelo experimental ajuda a melhor compreender a dor neuropática","Os modelos são animais de laboratório (camundongos) que passam por microcirurgias menos danosas e que respeitam questões éticas","CEPIDsdor neuropáticaFapespFMRPModelo Experimentalmodelos animais","http://jornal.usp.br/ciencias/ciencias-da-saude/novo-modelo-experimental-ajuda-a-melhor-compreender-a-dor-neuropatica/"
"2016-08-10","Ciências","Em São Carlos, terceira idade participa de atividades físicas e de interação social","Centro de Educação Física, Esporte e Recreação da USP desenvolve diferentes ações voltadas para  essa faixa etária","atividade físicaIdososPUSP-SCSão Carlosterceira idadeUniversidade Aberta à Terceira Idade","http://jornal.usp.br/ciencias/campus-de-sao-carlos-oferece-atividades-fisicas-e-de-interacao-social-para-a-terceira-idade/"
"2016-08-10","Ciências","Conheça as pesquisadoras da USP que venceram prêmio L’Oréal Unesco para mulheres cientistas","As pesquisas premiadas são da área da saúde e buscam a compreensão do Alzheimer, de demências vasculares e de infecções gastrointestinais","FMICBPrêmioPrêmio Loreal Jovem mulheres CientistasUnesco ABC","http://jornal.usp.br/ciencias/pesquisadoras-da-usp-vencem-premio-loreal-unesco-para-mulheres-cientistas/"
"2016-08-10","Ciências","Farmácia é premiada por pesquisa sobre efeito anti-inflamatório do fruto guajiru","Estudo foi premiado em eventos internacionais realizados no último mês de junho, na cidade do Porto, em Portugal","ação anti-inflamatóriaartigoFCFRPguajiruIBAMTOXICOETOXpesquisapremiaçãoPrograma de Pós-graduação em ToxicologiaUSP","http://jornal.usp.br/ciencias/farmacia-e-premiada-por-pesquisa-sobre-efeito-anti-inflamatorio-do-fruto-guajiru/"
"2016-08-10","Ciências Ambientais","Tecnologia da Poli capta sons no fundo de rios e mares para proteção ambiental","Equipamento pode ajudar na fiscalização de acessos ilegais a áreas protegidas","TecnologiaEngenharia MecânicaEscola PolitécnicaLadinLinilson PadoveseMonitoramentoOceanbaseOceanpodPoli","http://jornal.usp.br/ciencias/ciencias-ambientais/tecnologia-da-poli-capta-sons-no-fundo-de-rios-e-mares-para-protecao-ambiental/"
"2016-08-09","Ciências Exatas e da Terra","Alunos da USP são premiados no maior evento de estatística do país","Projetos de iniciação científica de Thiago Biondo e Luisa Hebling estão entre os melhores apresentados no 22º Simpósio Nacional de Probabilidade e Estatística","UniversidadeEstatísticaICMCProbabilidadeSão CarlosSINAPE","http://jornal.usp.br/universidade/alunos-da-usp-sao-premiados-no-maior-evento-de-estatistica-do-pais/"
"2016-08-09","Ciências Ambientais","Para Paulo Artaxo, abertura dos jogos mostrou que o Brasil participa de questões científicas globais","Com base em modelos científicos, um filme foi exibido durante a abertura da cerimônia dos jogos olímpicos mostrando as consequências das emissões do dióxido de carbono na atmosfera terrestre","ArtachoAtmosferaAumento do Nível do marCO2FapespIFJogos OlímpicosPoluição","http://jornal.usp.br/ciencias/ciencias-ambientais/para-paulo-artaxo-abertura-dos-jogos-mostrou-que-brasil-participa-de-questoes-cientificas-globais/"
"2016-08-09","Ciências da Saúde","Suplemento de hidrolisado de colágeno melhora firmeza e elasticidade da pele, mostra pesquisa","Ingestão de hidrolisado pode servir de complemento para tratamento de pele com cosméticos à base de colágeno","colágenoFCFRPRibeirão Pretosuplemento alimentar","http://jornal.usp.br/ciencias/ciencias-da-saude/suplemento-de-hidrolisado-de-colageno-melhora-firmeza-e-elasticidade-da-pele-mostra-pesquisa/"
"2016-08-08","Ciências","Instituto Pasteur abre chamada para estudos em cooperação com USP e Fiocruz","A chamada prevê apoio financeiro de até 60 mil euros por projeto, no período máximo de dois anos","Universidadeacordo de cooperaçãoBiomarcadoresFiocruzInstituto PasteurNeurociência","http://jornal.usp.br/ciencias/instituto-pasteur-abre-chamada-para-estudos-em-cooperacao-com-usp-e-fiocruz/"
"2016-08-08","Ciências","Lançada nova edição do “Brazilian Journal of Pharmaceutical Sciences”","Revista traz artigos em inglês com pesquisas na área farmacêutica","Ciências Biológicasanálises clínicasFaculdade de Ciências FarmacêuticasFCFSão PaulotoxicologiaZika","http://jornal.usp.br/ciencias/lancada-nova-edicao-do-brazilian-journal-of-pharmaceutical-sciences/"
"2016-08-08","Ciências","Em evento aberto, Pró-Reitoria apresenta estratégias para apoio à pesquisa","Palestra “Estratégias da Pró-Reitoria de Pesquisa (PRP) para apoio à pesquisa na USP” acontece dia 11 de agosto, às 16 horas no Instituto de Física","InstitucionalIFInstituto de FísicaJosé Eduardo KriegerPró-Reitoria de PesquisaPRPSão PauloSTISuperintendência de Tecnologia da Informação","http://jornal.usp.br/ciencias/em-evento-aberto-pro-reitoria-de-pesquisa-apresenta-estrategias-para-apoio-a-pesquisa/"
"2016-08-08","Ciências","Centro de Terapia Celular (CTC) promove palestra sobre novas descobertas em biologia","O CTC é um dos Centros de Pesquisa, Inovação e Difusão (CEPIDs) da USP apoiado pela Fundação de Amparo à Pesquisa do Estado de São Paulo (Fapesp). Palestra será no dia 18 de agosto, às 10 horas","Ciências HumanasCEPIDsCTCFapesppalestra","http://jornal.usp.br/ciencias/centro-de-terapia-celular-promove-palestra-sobre-novas-descobertas-em-biologia/"
"2016-08-08","Tecnologia","Poli cria robô inspirado em lagarta para monitoramento ambiental","Equipamento escala árvores, de forma semelhante ao que faz a lagarta conhecida como mede-palmos, e é útil para monitorar florestas densamente arborizadas","Escola PolitécnicaJosé Jaime da CruzKA'I yxoLagartaLagarta mede-palmosPoliReinaldo de BernardiRobôs","http://jornal.usp.br/ciencias/tecnologia/poli-cria-robo-inspirado-em-lagarta-para-monitoramento-ambiental/"
"2016-08-08","Ciências da Saúde","Depressão pós-parto influencia no abandono precoce do aleitamento, mostra estudo","Mães adolescentes consideram amamentação apenas como uma forma de alimentação, e a depressão pós-parto é agravante para o abandono precoce do aleitamento materno","amamentaçãoCIDdepressão pós-partoEERPEscola de Enfermagem de Ribeirão Pretogestaçãomães adolescentesmaternidadeUSP","http://jornal.usp.br/ciencias/ciencias-da-saude/depressao-pos-parto-influencia-no-abandono-precoce-do-aleitamento-mostra-estudo/"
"2016-08-05","Ciências","USP incentiva professores a publicarem pesquisas em grandes revistas","O prêmio é uma das ações adotadas pela Pró-Reitoria de Pesquisa com o objetivo de mudar as diretrizes da pesquisa na Universidade e incentivar a qualidade dos artigos publicados","UniversidadePrêmioPró-Reitoria de PesquisaQualidadeRevistas científicas","http://jornal.usp.br/ciencias/usp-vai-premiar-docentes-para-incentivar-publicacao-de-artigos-com-qualidade/"
"2016-08-05","Ciências","Revista “Saúde e Sociedade” publica nova edição","Abordagens psicanalíticas e de gênero sobre a violência e vida familiar estão entre os destaques da publicação","FSPPublicaçãoReabilitação profissionalRevista Saúde e SociedadeViolência e vida familiar","http://jornal.usp.br/ciencias/revista-saude-e-sociedade-publica-nova-edicao/"
"2016-08-05","Ciências Exatas e da Terra","Flutuações quânticas auxiliam cientistas na investigação da matéria","Físicos desvendam mistérios da matéria por meio de experimentos com colisões de núcleos pesados em aceleradores de partículas","Cromodinâmica QuânticaFlutuações QuânticasIFInstituto de FísicaJorge NoronhaPlasma de Quarks e Glúons","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/flutuacoes-quanticas-auxiliam-cientistas-na-investigacao-da-materia/"
"2016-08-04","Ciências da Saúde","Vacinas contra zika mostram eficácia em macacos e serão testadas em humanos","O desenvolvimento de vacinas seguras e eficazes contra o vírus zika é considerado uma prioridade para a saúde mundial","TV USPVacinavírusZika","http://jornal.usp.br/tv-usp/vacinas-contra-zika-mostram-eficacia-em-macacos-teste-com-humanos-comeca-em-outubro/"
"2016-08-04","Ciências Exatas e da Terra","Em parceria com a Boeing, Escola Politécnica recruta voluntários para testes de conforto em voos","Nas simulações, serão feitas avaliações da sensações de conforto dos passageiros em relação a diversas variáveis como o barulho e a temperatura do ar condicionado","UniversidadeAviaçãoAviãoBoeingConfortoEscola PolitécnicaPoliVoo","http://jornal.usp.br/universidade/em-parceria-com-a-boeing-escola-politecnica-recruta-voluntarios-para-testes-de-conforto-em-voos/"
"2016-08-04","Ciências Biológicas","Pesquisadores criam ‘reator redox’ para purificação de água","O reator que foi desenvolvido por pesquisadores do Instituto de Química da USP purifica e recicla a água pela mineralização dos contaminantes","ÁguaCepidEfluentes IndustriaisIQPurificação de ÁguaReator RedoxRedoxoma","http://jornal.usp.br/ciencias/ciencias-biologicas/pesquisadores-criam-reator-redox-para-purificacao-de-agua/"
"2016-08-03","Ciências Agrárias","Boletim da Veterinária discute confinamento bovino","Nessa edição comemorativa, os editores publicam textos sobre a operacionalização, a motivação e o crescimento da atividade agropecuária no Brasil","Ciências da SaúdeanimaisBoletim FMVZConfinamento BovinoConfinamento de gadoVeterinária","http://jornal.usp.br/ciencias/ciencias-agrarias/boletim-da-veterinaria-discute-confinamento-bovino/"
"2016-08-02","Ciências Biológicas","Proteínas do dente permitem identificar se um corpo é masculino ou feminino sem DNA","Pesquisa da Faculdade de Odontologia de Ribeirão Preto vai ajudar na identificacão do sexo de múmias e de corpos sem destruir as amostras dentárias e sem realizar testes de DNA","AmelogeninaEsmalte dentárioFORPIdentificação do sexoMúmiasPeptídeoProteínasRaquel Fernanda Gerlach","http://jornal.usp.br/ciencias/ciencias-biologicas/proteinas-do-dente-permitem-identificar-se-um-corpo-e-masculino-ou-feminino-sem-dna/"
"2016-08-02","Ciências","Pesquisador norte-americano estuda a geografia social do zika vírus no Brasil","Professor visitante do Instituto de Estudos Avançados da USP, Jeffrey Lesser pesquisa saúde e história social nas metrópoles","Antropologiahistória socialIEAInstituto de Estudos AvançadosJeffrey LesserSaúde PúblicaZikaZika Vírus","http://jornal.usp.br/ciencias/pesquisador-norte-americano-estuda-a-geografia-social-do-zika-virus-no-brasil/"
"2016-08-02","Ciências da Saúde","Identificada substância chave para o tratamento da leishmaniose visceral","Pesquisa publicada na revista ""Infection and Immunity"" mostra que estimular a produção de um tipo de citocina no organismo infectado ajuda a reduzir a carga parasitária e protege os órgãos contra lesões","CitocinaFaculdade de Medicina de Ribeirão PretoFMRPImunidadeInflamaçãoInterleucinaLeishimanioseLeishmaniose visceral","http://jornal.usp.br/ciencias/ciencias-da-saude/identificada-substancia-chave-para-o-tratamento-da-leishmaniose-visceral/"
"2016-08-02","Ciências Exatas e da Terra","Astrônomos fazem arrecadação pela internet para participar de congressos no exterior","Grupo de cientistas do Instituto de Astronomia e Geofísica (IAG) espera arrecadar até R$ 8 mil para financiar participação de integrantes do instituto em eventos científicos internacionais","AstronomiacongressosGrupo SAMPAIAGJorge Melendez","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/astronomos-fazem-arrecadacao-pela-internet-para-participar-de-congressos-no-exterior/"
"2016-08-02","Ciências da Saúde","Pesquisa busca otimizar programas de rastreamento de câncer de mama","O trabalho tratou do desenvolvimento de uma ferramenta capaz de simular a redução de dose de radiação em imagens clínicas de mamografia 3D","Tecnologiacâncer de mamaEESCEscola de Engenharia de São CarlosLucas Rodrigues BorgesMamografiaMarcelo Andrade da Costa Vieira","http://jornal.usp.br/ciencias/ciencias-da-saude/pesquisa-busca-otimizar-programas-de-rastreamento-de-cancer-de-mama/"
"2016-08-02","Ciências Ambientais","Agrotóxicos ameaçam colônias de aves da Antártica","Os poluentes orgânicos são persistentes no meio ambiente, têm ação cancerígena, além de causar disfunção hormonal e problemas reprodutivos nas aves","AgrotóxicosAntárticaAves da AntárticaContaminantes orgânicosPetréis-Gicantes","http://jornal.usp.br/ciencias/ciencias-ambientais/agrotoxicos-ameacam-colonias-de-aves-da-antartica/"
"2016-08-01","Ciências","Pesquisadoras da USP estão entre as vencedoras do prêmio Para Mulheres na Ciência","Foram sete cientistas eleitas entre mais de 400 inscritas no Prêmio L´Oréal Brasil-Unesco-ABC. Elas vão receber bolsas de R$ 50 mil para auxiliar na continuidade das pesquisas","UniversidadeClaudia Kimie SuemotoDenise Morais da FonsecaFMUSPICBPara Mulheres na CiênciaSaúde","http://jornal.usp.br/ciencias/pesquisadoras-da-usp-estao-entre-vencedoras-do-premio-para-mulheres-na-ciencia/"
"2016-08-01","Ciências","Para pesquisador, filosofia e ciência precisam voltar a caminhar lado a lado","Till Roenneberg falou sobre interdisciplinaridade e humanidades em evento no Instituto de Estudos Avançados da USP","CiênciaCiências humanasFilosofiaIEAInstituto de Estudos AvançadosinterdisciplinaridadeTill Roenneberg","http://jornal.usp.br/ciencias/para-pesquisador-filosofia-e-ciencia-precisam-voltar-a-caminhar-lado-a-lado/"
